superalimento_id,nombre,nombre_cientifico,categoria_id,descripcion,origen,forma_consumo,disponibilidad,precio_relativo,precauciones,funcion_principal,tipo_alimento,proveedor,preciokilo,calorias,proteinas,carbohidratos,grasas_totales,grasas_saturadas,grasas_insaturadas,omega_3,omega_6,fibra,azucares,indice_glucemico,unidad_medida,porcion_referencia,vitamina_a,vitamina_c,vitamina_d,vitamina_e,vitamina_k,vitamina_b1,vitamina_b2,vitamina_b3,vitamina_b5,vitamina_b6,vitamina_b9,vitamina_b12,calcio,hierro,magnesio,fosforo,potasio,sodio,zinc,cobre,manganeso,selenio,yodo,polifenoles,flavonoides,carotenoides,antocianinas,capacidad_antioxidante_total,tipo_procesamiento,dosis_min_diaria,dosis_max_diaria,unidad_dosis,fuente_cientifica_dosis,clasificacion,sinergias,antisinergias,biodisponibilidad_porcentaje,claims_seremi,claims_referencia
127,comino polvo,cuminum cyminum,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,polvo,fnl,159.0,250.0,8.0,0.0,0.0,0.0,0.0,0.5,0.0,20.0,0.0,15.0,g,100,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,40.0,materia_prima,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
128,cranberry,vaccinium oxycoccus,fruta,fruta rica en antioxidantes y nutrientes esenciales.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,160.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,3.0,10.0,g,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
129,creatina,c4h9n3o2,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🧬 energizante,otro,fnl,161.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,g,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,3.0,alimento_completo,0.02,0.2,mg,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
130,cromo picolinato,cr(c6h4no2)3,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,162.0,48.0,1.8,9.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,15.0,g,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2.0,alimento_completo,0.5,2.0,g,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
131,culen polvo,psoralea glandulosa,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,polvo,fnl,163.0,50.0,2.0,0.0,0.0,0.0,0.0,0.1,0.0,5.0,0.0,15.0,g,100,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,15.0,materia_prima,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
132,d ribosa,c5h10o5,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,164.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
133,d manosa,c6h12o6,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,165.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
134,dioxido de silicio,,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,166.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
135,esparrago,asparragus off.,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,167.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
136,espinaca,spinacia oleracea,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,168.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,,,,,alimento_comun,,calcio (oxalatos reducen absorcion),60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
137,espino blanco,crataegus monogyna,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,169.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,100.0,350.0,mg,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
138,estearato de magnesio,mg(c18h35o2)2,vitamina_mineral,mineral esencial para diversas funciones corporales.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,hoja / infusion,fnl,170.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,g,100,0.0,0.3,0.0,0.0,0.0,0.007,0.06,0.03,0.0,0.005,5.0,0.0,0.0,0.02,1.0,1.0,8.0,1.0,0.01,0.004,0.18,0.0,,89,12.0,0.0,0.0,1253.0,materia_prima,100.0,350.0,,,alimento_comun,vitamina b6 (+25% absorcion),,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
139,eucaliptus,eucaliptus globullus,hierba,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,171.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
140,fenogreco,trigonella fenogrecum,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,172.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
141,fibra vegetal,,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 digestivo,espesante,fnl,173.0,50.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,90.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,5000.0,30000.0,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
142,fibra de bambu,c6h10o7,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 digestivo,espesante,fnl,174.0,50.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,90.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,5000.0,30000.0,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
143,fos fructooligosacaridos,fos,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,175.0,200.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,95.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,2000.0,10000.0,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
144,fosfato tricalcico,ca3(po4)2,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,176.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38000.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
145,glucidex glucosa en polvo,,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,polvo,fnl,178.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,materia_prima,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
146,glucomanan,glucomanan konjac,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,179.0,4.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
147,glutamina l glutamina,c5h10n2o3,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,180.0,380.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,g,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,3.0,alimento_completo,5000.0,30000.0,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
148,glutation l glutation redox,c10h17n3o6s,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,181.0,320.0,80.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
149,goma xantan,c8h14cl2n2o2,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,espesante,fnl,182.0,200.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,75.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
150,grape seed polvo,vitis vinifera,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🔥 antioxidante,polvo,fnl,183.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,materia_prima,0.5,2.0,g,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
151,guarana,paullina cupana,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🧬 energizante,otro,fnl,184.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,0.5,2.0,g,Journal of Ethnopharmacology 129(3):334-344 (2010),alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
152,harina de algarroba,prosopis chilensis,alga,"alga rica en proteinas, vitaminas y minerales.",global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,polvo,fnl,185.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,materia_prima,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
153,hierba mate,ilex paraguariensis,hierba,planta medicinal utilizada tradicionalmente por sus propiedades terapeuticas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,hoja / infusion,fnl,186.0,1.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,0.0,g,100,0.0,0.3,0.0,0.0,0.0,0.007,0.06,0.03,0.0,0.005,5.0,0.0,0.0,0.02,1.0,1.0,8.0,1.0,0.01,0.004,0.18,0.0,,89,12.0,0.0,0.0,1253.0,materia_prima,5.0,45.0,mg,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
154,hierro fumarato ferroso,c4h2feo4,vitamina_mineral,mineral esencial para diversas funciones corporales.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,g,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,2.0,alimento_completo,5.0,45.0,,,alimento_comun,vitamina c (+300% absorcion),"calcio (compiten por absorcion), taninos del te (-60% absorcion), fitatos",60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
155,hinojo,foeniculum vulgare,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,188.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
156,hmb ca hmb,β-hidroxi-β-metilbutirato,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,189.0,20.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
157,inositol,c6h12o6,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,190.0,150.0,1.0,90.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,5.0,20.0,g,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
158,inulina,c6nh10n+2o5n+1,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 digestivo,otro,fnl,191.0,4.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,15.0,g,100,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,10.0,alimento_completo,2000.0,10000.0,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
159,l cisteina,c3h7no2s,hierba,planta medicinal utilizada tradicionalmente por sus propiedades terapeuticas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,hoja / infusion,fnl,194.0,380.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,g,100,0.0,0.3,0.0,0.0,0.0,0.007,0.06,0.03,0.0,0.005,5.0,0.0,0.0,0.02,1.0,1.0,8.0,1.0,0.01,0.004,0.18,0.0,,89,12.0,0.0,0.0,1253.0,materia_prima,2.0,10.0,g,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
160,l arginina,c6h14n4o2,aminoacido,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,195.0,380.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,g,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,3.0,alimento_completo,0.5,3.0,g,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
161,l carnitina tartrato,c7h15no3,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,196.0,340.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,g,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,3.0,alimento_completo,500.0,3000.0,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
162,l fenilalanina,c9h11no2,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,197.0,380.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,g,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,3.0,alimento_completo,500.0,5000.0,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
163,l histidina,c6h9n3o2,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,198.0,380.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,g,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,3.0,alimento_completo,500.0,4000.0,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
164,l isoleucina,c6h13no2,aminoacido,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,199.0,380.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,g,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,3.0,alimento_completo,2000.0,5000.0,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
165,l leucina,c6h13no2,aminoacido,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,200.0,380.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,g,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,3.0,alimento_completo,2000.0,5000.0,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
166,l lisina,c6h14n2o2,otro,ingrediente natural con propiedades nutricionales beneficiosas.,global,"polvo, capsula o extracto",todo el ano,2,consultar con profesional de la salud antes del consumo,🥬 multinutriente,otro,fnl,201.0,380.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,g,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,3.0,alimento_completo,500.0,3000.0,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
